расти,to grow,imperfective,yes,3,3,24/2/2018,success,25/3/2018,3,372,Russian Verbs,Level15,no,ru,review,24/02/2018,12:46:24,3.391756772994995
зависеть,to depend,imperfective,yes,3,3,24/2/2018,success,25/3/2018,3,374,Russian Verbs,Level15,no,ru,review,24/02/2018,12:46:27,2.4359071254730225
познакомиться,to meet; to make the acquaintance,perfective,yes,3,3,24/2/2018,success,25/3/2018,3,375,Russian Verbs,Level16,no,ru,review,24/02/2018,12:46:36,5.630527019500732
найтись,to be found; never be at a loss,perfective,yes,3,3,24/2/2018,success,25/3/2018,3,377,Russian Verbs,Level16,no,ru,review,24/02/2018,12:47:12,1.8470091819763184
подать,to give; to serve,perfective,yes,3,3,24/2/2018,success,25/3/2018,3,388,Russian Verbs,Level16,no,ru,review,24/02/2018,12:47:21,7.1305530071258545
послушать,to listen to,perfective,yes,3,3,24/2/2018,success,25/3/2018,3,365,Russian Verbs,Level15,no,ru,review,24/02/2018,12:49:35,7.167611360549927
катить,to drive; to roll,imperfective,yes,3,3,24/2/2018,success,25/3/2018,3,371,Russian Verbs,Level15,no,ru,review,24/02/2018,12:49:39,2.5558533668518066
исчезнуть,to disappear; to vanish,perfective,yes,6,5,24/2/2018,success,20/3/2018,3,168,Russian Verbs,Level7,no,ru,review,24/02/2018,12:49:44,4.302673816680908
кончиться,to end,perfective,yes,6,5,24/2/2018,success,20/3/2018,3,229,Russian Verbs,Level10,no,ru,review,24/02/2018,12:49:53,7.460336923599243
готовить,to prepare; to train; to cook,imperfective,yes,3,3,24/2/2018,success,25/3/2018,3,389,Russian Verbs,Level16,no,ru,review,24/02/2018,12:50:00,5.566503524780273
жалить,to sting,imperfective,yes,3,3,24/2/2018,success,25/3/2018,3,376,Russian Verbs,Level16,no,ru,review,24/02/2018,12:50:25,2.3209218978881836
занять,to take up; to occupy; to borrow,perfective,yes,1,1,24/2/2018,success,27/2/2018,1,436,Russian Verbs,Level18,no,ru,review,24/02/2018,12:50:38,9.214698314666748
вернуть,to return; to give back,perfective,yes,3,3,24/2/2018,success,25/3/2018,3,373,Russian Verbs,Level15,no,ru,review,24/02/2018,12:50:49,10.381007671356201
засмеяться,to start laughing; to begin to laugh,perfective,yes,6,5,24/2/2018,success,20/3/2018,3,243,Russian Verbs,Level10,no,ru,review,24/02/2018,12:51:00,2.3538339138031006
возникать,to arise; to appear,imperfective,yes,6,4,24/2/2018,fail,25/2/2018,1,203,Russian Verbs,Level9,no,ru,review,24/02/2018,12:51:06,29.44970154762268
доказать,to prove; to demonstrate,perfective,yes,1,0,24/2/2018,fail,25/2/2018,1,437,Russian Verbs,Level18,no,ru,review,24/02/2018,12:51:10,8.888411283493042
стремиться,to seek; to aspire,imperfective,yes,1,0,24/2/2018,fail,25/2/2018,1,441,Russian Verbs,Level18,no,ru,review,24/02/2018,12:51:13,17.70405149459839
отличаться,to differ; to be notable; to distinguish oneself,imperfective,yes,3,2,24/2/2018,fail,25/2/2018,1,368,Russian Verbs,Level15,no,ru,review,24/02/2018,12:51:17,11.70861005783081
забрать,to take away; to seize,perfective,yes,1,0,24/2/2018,fail,25/2/2018,1,435,Russian Verbs,Level18,no,ru,review,24/02/2018,12:51:20,16.013217210769653
варить,to boil; to cook,imperfective,yes,1,0,24/2/2018,fail,25/2/2018,1,438,Russian Verbs,Level18,no,ru,review,24/02/2018,12:51:23,9.27805495262146
изменить,to changecommaChar altercommaChar modifycommaChar vary; to betraycommaChar become unfaithful; to breakcommaChar violate (promise); to fail (memory),perfective,yes,1,0,24/2/2018,fail,25/2/2018,1,439,Russian Verbs,Level18,no,ru,review,24/02/2018,12:51:26,11.31214690208435
ловить,to catch; to perceive (visioncommaChar hearing); to take advantage of (chancecommaChar moment),imperfective,yes,1,0,24/2/2018,fail,25/2/2018,1,440,Russian Verbs,Level18,no,ru,review,24/02/2018,12:51:29,6.642868518829346
интересовать,to interest,imperfective,yes,1,1,24/2/2018,success,27/2/2018,1,446,Russian Verbs,Level18,no,ru,review,24/02/2018,20:57:08,4.356195688247681
помолчать,to keep quiet; to be silent,perfective,yes,1,1,24/2/2018,success,27/2/2018,1,450,Russian Verbs,Level19,no,ru,review,24/02/2018,20:57:27,3.0850303173065186
выбирать,to choose; to select,imperfective,yes,1,1,24/2/2018,success,27/2/2018,1,458,Russian Verbs,Level19,no,ru,review,24/02/2018,20:58:07,5.175138711929321
включить,to include; to switch on,perfective,yes,1,1,24/2/2018,success,27/2/2018,1,447,Russian Verbs,Level18,no,ru,review,24/02/2018,20:59:06,3.5642406940460205
везти,to transport; to carry; to drive; to be lucky,imperfective,yes,1,1,24/2/2018,success,27/2/2018,1,455,Russian Verbs,Level19,no,ru,review,24/02/2018,20:59:25,4.829472064971924
тянуться,to stretch; to extend,imperfective,yes,1,0,24/2/2018,fail,25/2/2018,1,442,Russian Verbs,Level18,no,ru,review,24/02/2018,21:01:22,13.716607809066772
поразить,to strike; to startle; to affect,perfective,yes,1,0,24/2/2018,fail,25/2/2018,1,448,Russian Verbs,Level18,no,ru,review,24/02/2018,21:01:26,14.510362386703491
бороться,to struggle; to fight,imperfective,yes,1,0,24/2/2018,fail,25/2/2018,1,454,Russian Verbs,Level19,no,ru,review,24/02/2018,21:01:29,5.446719646453857
сомневаться,to doubt; to hesitate,imperfective,yes,1,0,24/2/2018,fail,25/2/2018,1,460,Russian Verbs,Level19,no,ru,review,24/02/2018,21:01:32,13.671249628067017
захватить,to seize; to capture; to thrill,perfective,yes,1,0,24/2/2018,fail,25/2/2018,1,464,Russian Verbs,Level19,no,ru,review,24/02/2018,21:01:36,10.033934831619263
открыться,to open; to come to light,perfective,yes,1,0,24/2/2018,fail,25/2/2018,1,451,Russian Verbs,Level19,no,ru,review,24/02/2018,21:01:42,14.62236475944519
глянуть,to glance,perfective,yes,1,0,24/2/2018,fail,25/2/2018,1,463,Russian Verbs,Level19,no,ru,review,24/02/2018,21:01:45,13.650965213775635
запомнить,to memorize; to remember,perfective,yes,1,0,24/2/2018,fail,25/2/2018,1,453,Russian Verbs,Level19,no,ru,review,24/02/2018,21:01:49,19.368306875228882
решать,to decide,imperfective,yes,1,0,24/2/2018,fail,25/2/2018,1,449,Russian Verbs,Level18,no,ru,review,24/02/2018,21:01:52,14.797822952270508
страдать,to suffer; to be troubled by,imperfective,yes,1,0,24/2/2018,fail,25/2/2018,1,444,Russian Verbs,Level18,no,ru,review,24/02/2018,21:01:55,5.424180507659912
научиться,to learn; to study,perfective,yes,1,0,24/2/2018,fail,25/2/2018,1,456,Russian Verbs,Level19,no,ru,review,24/02/2018,21:01:58,12.362202405929565
заставлять,to force; to compel; to make,imperfective,yes,1,0,24/2/2018,fail,25/2/2018,1,443,Russian Verbs,Level18,no,ru,review,24/02/2018,21:02:02,16.671061038970947
записать,to write down; to record,perfective,yes,1,0,24/2/2018,fail,25/2/2018,1,445,Russian Verbs,Level18,no,ru,review,24/02/2018,21:02:06,10.654531717300415
назначить,to assign; to allot; to fix,perfective,yes,1,0,24/2/2018,fail,25/2/2018,1,457,Russian Verbs,Level19,no,ru,review,24/02/2018,21:02:09,13.410569190979004
направить,to direct; to aim; to send,perfective,yes,1,0,24/2/2018,fail,25/2/2018,1,452,Russian Verbs,Level19,no,ru,review,24/02/2018,21:02:13,14.935855388641357
напомнить,to remind; to resemble,perfective,yes,1,0,24/2/2018,fail,25/2/2018,1,459,Russian Verbs,Level19,no,ru,review,24/02/2018,21:02:16,15.488438606262207
покрыть,to cover,perfective,yes,1,0,24/2/2018,fail,25/2/2018,1,462,Russian Verbs,Level19,no,ru,review,24/02/2018,21:02:19,9.726180076599121
радоваться,to be glad; to be happy,imperfective,yes,1,0,24/2/2018,fail,25/2/2018,1,461,Russian Verbs,Level19,no,ru,review,24/02/2018,21:02:27,14.267247438430786
